time,lat,long,salinity,ocean_tmp,par,prochloro_conc,synecho_conc,picoeuk_conc,beads_conc,prochloro_size,synecho_size,picoeuk_size,beads_size
8/5/2015 6:48:57 AM,22.0023,-157.2567,35.15,26.88,-0.000189,2.57613794603843,0.442773709475354,4.18622416231244,,0.867762364615552,2.00056222868393,2.71485166377963,
8/5/2015 6:46:33 AM,22.0082,-157.2545,35.15,26.9,-0.000189,3.08288367291879,0.932977953646477,5.02996809792013,0.0405642588541946,0.991096722108711,1.80983511443906,2.64983816077788,2.7659912109375
8/5/2015 6:39:35 AM,22.0313,-157.2453,35.14,26.9,-0.000189,265.878412733263,6.28304157371538,9.45566652677958,,0.913030140879546,1.71815728785808,3.095293195719,
8/5/2015 6:36:34 AM,22.0361,-157.2433,35.14,26.92,-0.000189,256.012351268659,5.83661467975105,9.36930251223195,,0.908518251761609,1.7129092096264,3.06073274279353,
8/5/2015 6:33:34 AM,22.0432,-157.2405,35.14,26.95,-0.000189,257.616695467193,5.79409624466686,9.7940814694115,,0.915546647667204,1.78043029342452,3.02199571828719,
8/5/2015 6:30:34 AM,22.0525,-157.2368,35.14,26.99,-0.000189,260.605930226615,5.38492291035616,9.82672372906802,,0.917890912553533,1.75221412657168,3.09412109303387,
8/5/2015 6:27:34 AM,22.0618,-157.2331,35.15,26.95,-0.000189,260.767733757147,6.10192907621679,10.2895274618558,,0.924931181025483,1.7472455481925,3.02115505154579,
8/5/2015 6:24:33 AM,22.0708,-157.2299,35.15,26.95,-0.000189,264.830141179542,6.3923441589316,9.35464998868039,0.0311821666289346,0.925115147642102,1.73843892667786,3.0952313425945,2.9232177734375
8/5/2015 6:21:33 AM,22.0803,-157.2267,35.15,27.04,-0.000189,261.308112411558,5.6432737891698,10.121088861011,,0.928664033875774,1.76402103306621,3.04913803712634,
8/5/2015 6:18:33 AM,22.0895,-157.2237,35.14,27.01,-0.000189,262.599090422776,6.21354296186022,9.93551671624184,,0.93764836967136,1.74532502629887,3.03764056796197,
8/5/2015 6:15:33 AM,22.0972,-157.221,35.14,27,-0.000189,268.57318942452,6.15518314769151,7.89204175867377,0.0304712037014431,0.947671466984651,1.76918340221546,3.05174402568082,2.92236328125
8/5/2015 6:12:32 AM,22.1061,-157.2178,35.14,27.08,-0.000189,266.871148304422,5.68643145767033,9.23669025134809,,0.964070026301105,1.76776187193067,3.0238019015144,
8/5/2015 6:09:32 AM,22.1152,-157.2147,35.14,27.06,-0.000189,271.405269847423,5.93283950400566,9.65193292442712,0.0590332288955787,0.992139715162404,1.77419212448699,3.07728803218028,3.0580799733659
8/5/2015 6:06:32 AM,22.1254,-157.2113,35.14,27.04,-0.000189,276.440028230613,5.60936052966598,8.65273698725072,,1.00976274385447,1.784689476718,3.03990049402758,
8/5/2015 6:03:31 AM,22.133,-157.2087,35.13,27.06,-0.000189,260.424708206186,5.46992870532167,9.25680242439051,,0.958845473138534,1.74281891649612,3.06937135844224,
8/5/2015 6:00:31 AM,22.1443,-157.205,35.09,27.12,-0.000189,264.753254795481,5.1233332549612,8.75832388836943,0.0286219734914034,0.957585532682976,1.77050625549795,3.06114372222643,2.97705078125
8/5/2015 5:57:31 AM,22.1513,-157.2025,35.11,27.16,-0.000189,269.284188334102,5.00338890206888,8.17919263631619,0.0299604125872388,0.972541452839277,1.75708655265457,3.05739113377888,3.1590576171875
8/5/2015 5:54:31 AM,22.1613,-157.1991,35.1,27.24,-0.000189,263.079632839924,5.11804511913747,7.78306269596645,,0.989210716820158,1.79630077690757,3.06453656214412,
8/5/2015 5:51:30 AM,22.1706,-157.1959,35.08,27.3,-0.000189,257.192857167729,4.51481335037602,7.57519018519467,,1.00102416503127,1.76733611447446,3.06945138291097,
8/5/2015 5:48:30 AM,22.1806,-157.1926,35.06,27.37,-0.000189,262.493651270402,4.39812371450113,7.68123014926959,,1.00141719863958,1.75752838264019,3.07777632062543,
8/5/2015 5:45:30 AM,22.1876,-157.1901,35.03,27.4,-0.000189,247.984151158009,4.30960096248162,7.49627773051381,,1.00895023540063,1.75244006090641,3.04831982442688,
8/5/2015 5:42:30 AM,22.1968,-157.1864,35.02,27.38,-0.000189,257.555931233657,3.92912903608582,7.6450495198259,0.0304583646208203,1.01118998350577,1.81286873632715,3.06410808700965,2.9163818359375
8/5/2015 5:39:29 AM,22.2065,-157.1831,35.02,27.39,-0.000189,254.627451455924,4.50219127216302,8.30685995286417,,1.00808788791779,1.79248837012535,3.05111862378323,
8/5/2015 5:36:29 AM,22.2165,-157.1792,35.02,27.4,-0.000164,258.535513646,4.19561305016608,7.53372854263398,0.0306249127749349,1.00144750689809,1.76853217039623,3.04569628413777,3.0146484375
8/5/2015 5:33:29 AM,22.2257,-157.176,35.02,27.4,-0.000138,257.123204200305,3.66132120376167,8.27643196480578,,1.00562929436672,1.74509274118082,3.05692097768726,
8/5/2015 5:30:29 AM,22.2333,-157.1731,35.02,27.41,-0.000113,262.78329548729,3.93612639460278,7.62234000224665,,1.00515996074834,1.76959896673623,3.04541189780139,
8/5/2015 5:27:29 AM,22.243,-157.1698,35.02,27.44,,259.916833247775,4.1207088624437,8.4911576559446,,1.00205280685289,1.75801085301261,3.06422375811399,
8/5/2015 5:24:28 AM,22.2521,-157.1663,35.03,27.49,,265.796829232219,4.0502373978243,9.08139166543416,0.126569918682009,1.00415032440201,1.76539398528338,3.02683582408778,3.03961295695827
